Buble,ella
"Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Down each avenue or via, street or strada You can see 'em disappearing two by two On an evening in Roma  Do they take 'em for espresso Yeah, I guess so On each lover's arm a girl I wish I knew On an evening in Roma  Though there's grining and mandolining in sunny Italy The beginning has just begun when the sun goes down  So please meet me in the plaza near your casa I am only one and that is much too few On an evening in Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma  Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma Sott'er celo de Roma On an evening in Roma","Just hear those sleigh bells jingling, ring ting tingling, too Come on, it's lovely weather for a sleigh ride together with you Outside the snow is falling and friends are calling, ""yoo hoo"" Come on, it's lovely weather for a sleigh ride together with you  Giddy up, giddy up, giddy up, let's go Let's look at the show We're riding in a wonderland of snow Giddy up, giddy up, giddy up, it's grand Just holding your hand  We're gliding along with a song of a wintery fairyland Our cheeks are nice and rosy and comfy, cozy are we We're snuggled up together like two birds of a feather would be Let's take that road before us and sing a chorus or two Come on, it's lovely weather for a sleigh ride together with you  Giddy up, giddy up, giddy up, let's go Let's look at the show We're riding in a wonderland of snow Giddy up, giddy up, giddy up, it's grand Just holding your hand We're gliding along with the song of a wintery fairy land  Our cheeks are nice and rosy and comfy and cozy are we We're snuggled up together like two birds of a feather would be Let's take that road before us and sing a chorus or two Come on, it's lovely weather for a sleigh ride together with you Sleigh ride together with you Sleigh ride together with you Sleigh ride together with you"
"Time goes by And I've been holding everything inside But now I've got nothing left to hide When I'm with you, oh, you  But I can see How strong a man I'm gonna have to be To do for you what comes so naturally It's in the way you move  And all I want Is a chance to prove Show all I can do  I believe in starting over I can see that your heart is true I believe in good things coming back to you You're the light that lifts me higher So bright, you guide me through I believe in you  And I don't mind If you want to hold onto me tight You don't have to sleep alone tonight If you don't want to  And all I want Is to know you're near You're all I need here  I believe in starting over I can see that your heart is true I believe in good things coming back to you You're the light that lifts me higher So bright, you guide me through I believe in you  I know that there are times When you feel worthless Like all the love you get You don't deserve it Sometimes I feel my faith is just a burden On you, you, you  I believe in starting over I can see your heart is true I believe in love You give me reason to You're the light that lifts me higher So high up in the sky I, I think we're gonna fly  I believe in starting over I can see that your heart is true I believe in love You give me reason to You're the light that lifts me higher So bright, you guide me through I believe in you I believe in you I believe in you You guide me through I believe in you","Frosty the Snowman Was a jolly happy soul With a corncob pipe and a button nose And two eyes made out of coal  Frosty the Snowman Is a fairytale they say He was made of snow, but the children know How he came to life one day  There must have been some magic In that old silk hat they found For when they placed it on his head He began to dance around  Frosty the Snowman Was alive as he could be And the children say he could laugh and play Just the same as you and me  Frosty the Snowman Knew the sun was hot that day So he said let's run and we'll have some fun Now before I melt away  Down to the village With a broomstick in his hand Running here and there all around the square Saying catch me if you can  He led them down the streets of town Right to the traffic cop And he only paused a moment when He heard him holler stop  Frosty the Snowman Had to hurry on his way But he waved goodbye, saying don't you cry I'll be back again some day  Thumpety thump thump Thumpety thump thump Look at Frosty go Thumpety thump thump Thumpety thump thump Over the hills of snow"
"Baby, I get a little bit jealous But how the hell can I help it? When I'm thinkin' on you Maybe, I might get a little reckless But you gotta expect that What else can a boy do? My momma taught me how to share But I'll be selfish and I don't care 'Cause I want you, I need you all for me  Now I don't want anybody loving my baby Nobody (nobody) nobody (nobody), nobody but me, hey Now I don't want anybody thinking just maybe Nobody (nobody) nobody (nobody), nobody but me, hey  And I know when you got a lovely lady It might drive the boys crazy When she's looking so fine, woah I know, know, know that no one would ever blame me The only thing that could save me Is just knowing your mine My papa told me once or twice Don't be cruel but don't be too nice 'Cause I want you, I need you all for me  'Cause I don't want anybody loving my baby Nobody (nobody) nobody (nobody), nobody but me, hey And I don't want anybody thinking just maybe Nobody (nobody) nobody (nobody), nobody but me, hey  Hey, we make beautiful music together, how you make my heart sing Move into the side with us and never be apart thing Work of art thing, the way you pull me like a harp string Every moment spent is worth it, that's the perfect part, see I like whatever you like, we had to do right And do like, two sovereign nations and try to unite I'm proud of you, like a treasure, you're the one I'm cherishing Every other girl is silly, paling in comparison  I know, I get a bit jealous But how the hell can I help it? I'm so in love with you  I don't want anybody loving my baby Nobody (nobody) nobody (nobody), nobody but me, hey I don't want anybody loving my baby Nobody (nobody) nobody (nobody), nobody but me, hey  Oh my papa told me once or twice Don't be cruel, don't be too nice My baby needs no lies for me Oh, and I know how to share But I'll be selfish, I don't care My baby don't need no one but me",Night and stars above that shine so bright  The mystery of their fading light  That shines upon our caravan    Sleep upon my shoulder as we creep  Across the sand so I may keep  The memory of our caravan    This is so exciting  You are so inviting  Resting in my arms  As I thrill to the magic charms  Of you beside me here beneath the blue  My dream of love is coming true  Within our desert caravan
"Time goes by And I've been holding everything inside But now I've got nothing left to hide When I'm with you, oh, you  But I can see How strong a man I'm gonna have to be To do for you what comes so naturally It's in the way you move  And all I want Is a chance to prove Show all I can do  I believe in starting over I can see that your heart is true I believe in good things coming back to you You're the light that lifts me higher So bright, you guide me through I believe in you  And I don't mind If you want to hold onto me tight You don't have to sleep alone tonight If you don't want to  And all I want Is to know you're near You're all I need here  I believe in starting over I can see that your heart is true I believe in good things coming back to you You're the light that lifts me higher So bright, you guide me through I believe in you  I know that there are times When you feel worthless Like all the love you get You don't deserve it Sometimes I feel my faith is just a burden On you, you, you  I believe in starting over I can see your heart is true I believe in love You give me reason to You're the light that lifts me higher So high up in the sky I, I think we're gonna fly  I believe in starting over I can see that your heart is true I believe in love You give me reason to You're the light that lifts me higher So bright, you guide me through I believe in you I believe in you I believe in you You guide me through I believe in you","The way you wear your hat The way you sip your tea The memory of all that No, no they can't take that away from me  The way your smile just beams The way you sing off key The way you haunt my dreams No, no they can't take that away from me We may never, never meet again On the bumpy road to love Still I'll always, always keep the memory of The way you hold your knife The way we danced till three The way you changed my life No, no they can't take that away from me No, they can't take that away from me  We may never, never meet again On that bumpy road to love Still I'll always, always keep the memory of The way you hold your knife The way we danced till three The way you change my life No, no they can't take that away from me No, they can't take that away from me"
"Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Down each avenue or via, street or strada You can see 'em disappearing two by two On an evening in Roma  Do they take 'em for espresso Yeah, I guess so On each lover's arm a girl I wish I knew On an evening in Roma  Though there's grining and mandolining in sunny Italy The beginning has just begun when the sun goes down  So please meet me in the plaza near your casa I am only one and that is much too few On an evening in Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma  Come è bella c'è la luna brilla e strette Strette come è tutta bella a passeggiare Sotto il cielo di Roma  Don't know what the country's coming to But in Rome do as the Romans do Will you on an evening in Roma Sott'er celo de Roma On an evening in Roma","Maybe it's much too early in the game Aah, but I thought I'd ask you just the same What are you doing New Year's New Year's Eve?  Wonder whose arms will hold you good and tight When it's exactly twelve o'clock that night Welcoming in the New Year New Year's Eve  Maybe I'm crazy to suppose I'd ever be the one you chose Out of a thousand invitations You received  Aah, but in case I stand one little chance Here comes the jackpot question in advance What are you doing New Year's New Year's Eve?"
"The very thought of you  And I forget to do  The little ordinary things  That every when ought to do  I'm living in a kind of day-dream  I'm happy as a king And foolish though it may seem to me That's everything The mirror ideal of you The longing here for you You'll never know How slow the moments go Till I'm new to you I see your face in every flower Your eyes in stars above It's just the thought of you The very thought of you, my love  I see your face in every flower Your eyes in stars above It's just the thought of you The very thought of you, my love","I really can't stay But, baby, it's cold outside I got to go away But baby, it's cold outside This evening has been Been hoping that you'd drop in So very nice I'll hold your hands, they're just like ice  My mother will start to worry Beautiful, what's your hurry? And father will be pacing the floor Listen to the fireplace roar So really I'd better scurry Beautiful, please don't hurry Well, maybe just a half a drink more Put some records on while I pour  The neighbors might think But baby, it's bad out there Say, what's in this drink? No cabs to be had out there I wish I knew how Your eyes are like starlight now To break the spell I'll take your hat, your hair looks swell  I ought to say no, no, no, Sir Mind if I move in closer At least I'm gonna say that I tried What's the sense of hurting my pride? I really can't stay Oh, baby don't hold out, baby Ahh, but it's cold outside  I simply must go But, baby, it's cold outside The answer is no But, baby, it's cold outside The welcome has been How lucky that you dropped in So nice and warm Look out the window at that storm  My sister will be suspicious Gosh, your lips look delicious My brother will be there at the door Waves upon a tropical shore My maiden aunt's mind is vicious Gosh, your lips are delicious Well, maybe just a cigarette more Never such a blizzard before  I've got to get home But, baby, you'll freeze out there Say, lend me a comb It's up to your knees out there You've really been grand I thrill when you touch my hand But don't you see How can you do this thing to me?  There's bound to be talk tomorrow Think of my life long sorrow At least there will plenty implied If you caught pneumonia and died I really can't stay Get over that old out, baby Ahh, but it's cold outside  Where could you be going When the wind is blowing and it's cold outside? Baby, it's cold, cold outside"
"Oh, the good life, full of fun seems to be the ideal Mm, the good life lets you hide all the sadness you feel You won't really fall in love for you can't take the chance So please be honest with yourself, don't try to fake romance  It's the good life to be free and explore the unknown Like the heartaches when you learn you must face them alone Please remember I still want you, and in case you wonder why Well, just wake up, kiss the good life goodbye","Santa Claus got stuck in my chimney boo, boo, boo  Poor me Santa Claus got stuck in my chimney Stuck in my chimney, stuck in the chimney Santa Claus got stuck in my chimney When he came last year (poor Santa Claus)  Santa Claus got stuck in my chimney Stuck in my chimney, stuck in the chimney Santa Claus got stuck in my chimney He won't come back I fear (boo)  There he was in middle of the chimney Roly-poly, fat, and round There he was in middle of the chimney Not quite up and not quite down  Santa, please, come back to my chimney Back to my chimney, back to my chimney Santa, please, come back to my chimney You can come back here (please do) 'Cause daddy made a brand new chimney Just for you this year  Oh Ella is a little girl Who's trying to be good Yeah I find that things don't always Turn out as they should Why just last Christmas Eve she waited up For Santa to drop by But I nearly missed him And here is the reason why  Santa Claus got stuck in my chimney Stuck in my chimney, stuck in the chimney Santa Claus got stuck in my chimney When he came last year (poor Santa Claus)  Santa Claus got stuck in my chimney Stuck in my chimney, stuck in the chimney Santa Claus got stuck in my chimney He won't come back I fear (boo)  There he was in middle of the chimney Roly-poly, fat, and round There he was in middle of the chimney Not quite up and not quite down  Santa, please, come back to my chimney Back to my chimney, back to my chimney Santa, please, come back to my chimney You can come back here (please do) 'Cause daddy made a brand new chimney Just for you this year  Santa Claus come on down the chimney, please come back this year"
"Real real gone
I got hit by a bow and arrow
Got me down to the very marrow
And I'm real, real gone

Real real gone
I can't stand up by myself
Don't you know I need your help
And I'm real, real gone

Some people say
You can make it on your own
Oh you can make it if you try
I know better now
You can't stand up alone
Oh baby that is why

I'm real, real gone
I can't stand up by myself
Don't you know I need your help
You're a friend of mine
And I'm real, real gone

And Sam Cooke is on the radio
And the night is filled with space
And your fingertips touch my face
You're a friend of mine
And I'm real, real gone

I'm real gone
Oh Lord I got hit by a bow and arrow
Got me down to the very marrow
You're a friend of mine
And I'm real, real gone
And I'm real, real gone
I'm real gone

Wilson Pickett said:
""In the midnight hour,
That's when my love comes tumbling down""
Solomon Burke said:
""If you need me, why don't you call me""
James Brown said:
""When you're tired of what you got, try me""
Gene Chandler said:
""There's a rainbow in my soul""","In a Sentimental Mood I can see
The stars come through my room
While your loving attitude is
Like a flame that lights the gloom
On the wings of ev'ry kiss
Drift a melody so strange and sweet
In this sentimental bliss you make
My Paradise complete
Rose pearls seem to fall
It's all like a dream to call you mine
My heart's lighter thing since you
Made me this night a thing divine
In A Sentimental Mood
I'm within a world so heavenly
For I never dreamt that you'd be
Loving sentimental me
In A Sentimental Mood I can see
The stars come through my room
While your loving attitude is
Like a flame that lights the gloom
On the wings of ev'ry kiss
Drift a melody so strange and sweet
In this sentimental bliss you make
My Paradise complete
Rose pearls seem to fall
It's all like a dream to call you mine
My heart's lighter thing since you
Made me this night a thing divine
In A Sentimental Mood
I'm within a world so heavenly
For I never dreamt that you'd be
Loving sentimental me"
"Never know how much I love you Never know how much I care When you put your arms around me I get a fever that's so hard to bear  You give me fever when you kiss me Fever when you hold me tight Fever in the morning Fever all through the night.  Everybody's got the fever That is something you all know Fever isn't such a new thing Fever started long ago  Sun lights up the daytime Moon lights up the night I light up when you call my name And you know I'm gonna treat you right  You give me fever when you kiss me Fever when you hold me tight Fever in the morning Fever all through the night  Romeo loved Juliet Juliet she felt the same When he put his arms around her He said Julie, baby, you're my flame Thou giv-est fever when we kisseth Fever with the flaming youth Fever I'm afire Fever yea I burn for sooth  Captain Smith and Pocahantas Had a very mad affair When her daddy tried to kill him She said daddy, o, don't you dare He gives me fever with his kisses Fever when he holds me tight Fever, I'm his misses, Oh daddy, won't you treat him right  Now you've listened to my story Here's the point that I have made Cats were born to give chicks fever Be it Fahrenheit or Centigrade They give you fever when you kiss them Fever if you live and learn Fever till you sizzle What a lovely way to burn What a lovely way to burn What a lovely way to burn",How can I tell you what is in my heart?  How can I measure each and every part?  How can I tell you how much I love you?  How can I measure just how much I do?   How much do I love you?  I'll tell you no lie How deep is the ocean?  How high is the sky?   How many times a day do I think of you?  How many roses are sprinkled with dew?   How far would I travel To be where you are?  How far is the journey From here to a star?   And if I ever lost you How much would I cry?  How deep is the ocean?  How high is the sky?
"It's that time of year I treasure The time for giving, the best part of living To celebrate with friends we hold so dear Well, I can feel it in the air All bundled head-to-toe Too cold to bear, it's the best time of the year  I got my stocking, got my Christmas tree Got my loved ones next to me  It's almost here So spread some cheer Let's give love, get some back The more you give, the more you'll have The fire's bright now And snow comes down Grab your friends, hold them near Christmas time is here (Whoo!)  Every house on every corner Stringing up the Christmas lights People caroling, ""O Christmas Tree"" ""How you shine so bright for me"" Children 'round the world Shouting ""Santa's on his way"" Hoping to hear those sleigh bells ringing on his sleigh  I'm gonna wrap my arms around you tight On this cold December night  It's almost here So spread some cheer Let's give love, get some back The more you give, the more you'll have The fire's bright now Snow's coming down Grab your friends; hold them near Christmas time is here  I hear his sleigh and I know the big guy's on his way Man, I'm hoping he comes through I hope he brings me you!  Well, it's almost here So spread some cheer Let's give love and get some back The more you give, the more you'll have Well, the fire's bright now And snow comes down Grab your family, hold them near Christmas time is here, ay  Well, it's almost here So spread some cheer (come on, baby) Let's give love and get some back (come on, baby) The more you give, the more you'll have (whoo-hoo!) Well, the fire's bright now (you gotta, you gotta) And snow comes down (you gotta, you gotta, you gotta) Grab your family; hold them near Christmas time is here (the more you give, the more you'll have)  Fire's burning bright Hold me tight, baby Just give it up, baby Come on, baby Let's give love and get some back The more you give, the more you'll have","The way you wear your hat The way you sip your tea The memory of all that No, no they can't take that away from me  The way your smile just beams The way you sing off key The way you haunt my dreams No, no they can't take that away from me  We may never, never meet again On the bumpy road to love Still I'll always, always keep the memory of  The way you hold your knife The way we danced till three The way you changed my life No, no, they can't take that away from me  The way you wear your hat The way you sip your tea The memory of all that No, no they can't take that away from me  The way your smile just beams The way you sing off key The way you haunt my dreams No, no they can't take that away from me  We may never, never meet again On the bumpy road to love Still I'll always, always keep the memory of  The way you hold your knife The way we danced till three The way you changed my life No, no, they can't take that away from me  No, they can't  Take that away from me"
"I'm making this one special evening Taking a chance in my life Hoping you feel the same way as I do tonight Just try and look into my eyes  Don't be scared of what you might see there The first time I saw you I knew love at first sight must be true, so true, oh so true And now I just have to explain why I feel this way  I feel joy, I feel pain You're in my heart and it's tearing me apart 'Cause I love you, I love you, I love you!","The moon and you appear to be So near and yet so far from me And here am I on a night in June Reaching for the moon and you,  I wonder if we'll ever meet My song of love is incomplete I'm just the words, looking for the tune Reaching for the moon and you.  I'm just the words, looking for the tune Reaching for the moon and you."
"In a little while from now
If I'm not feeling any less sour
I promise myself to treat myself
And visit a nearby tower

And climbing to the top
Will throw myself right off
In an effort to make it clear to whoever
What it's like when you're shattered

Left standing in the lurch
At a church where people saying
""My God, it's tough, she's stood him up
No point in us remaining
We might as well go home""

As I did on my own
Alone again, naturally

To think that only yesterday
I was cheerful, bright and gay
Looking forward to, who wouldn't do?
The role I was about to play

And as if to knock my down
Reality came around
And without so much as a mere touch
Cut me into little pieces

Leaving me to doubt talk about
God in His mercy
Who if He really does exist
Why did He desert me?
In my hour of need

I truly am indeed
Alone again, naturally

It seems to me that there are more hearts
Broken in the world that can't be mended
Left unattended
What do we do? What do we do?

Now looking back over the years
And whatever else that appears
I remember I cried when my father died
Never wishing to hide my tears

And at sixty-five years old
My mother, God rest her soul
Couldn't understand why the only man
She had ever loved had been taken
Leaving her to start with a heart so badly broken
Despite encouragement from me
No words were ever spoken
And when she passed away
I cried and cried all day
Alone again, naturally

Alone again, naturally",Reach for tomorrow Today belongs to the past The golden hopes of your yesterdays Can all be yours at last  Reach for tomorrow And keep your head in the sky You may get hurt In a thousand ways But give it one more try  Have no regret about Forget about The chances you missed In days to come I know there's something Better than this  Reach for tomorrow And keep your dreams ever new No matter how many times it seems That dreams are not for you  Reach for tomorrow And make them all come true
"In a little while from now
If I'm not feeling any less sour
I promise myself to treat myself
And visit a nearby tower

And climbing to the top
Will throw myself right off
In an effort to make it clear to whoever
What it's like when you're shattered

Left standing in the lurch
At a church where people saying
""My God, it's tough, she's stood him up
No point in us remaining
We might as well go home""

As I did on my own
Alone again, naturally

To think that only yesterday
I was cheerful, bright and gay
Looking forward to, who wouldn't do?
The role I was about to play

And as if to knock my down
Reality came around
And without so much as a mere touch
Cut me into little pieces

Leaving me to doubt talk about
God in His mercy
Who if He really does exist
Why did He desert me?
In my hour of need

I truly am indeed
Alone again, naturally

It seems to me that there are more hearts
Broken in the world that can't be mended
Left unattended
What do we do? What do we do?

Now looking back over the years
And whatever else that appears
I remember I cried when my father died
Never wishing to hide my tears

And at sixty-five years old
My mother, God rest her soul
Couldn't understand why the only man
She had ever loved had been taken
Leaving her to start with a heart so badly broken
Despite encouragement from me
No words were ever spoken
And when she passed away
I cried and cried all day
Alone again, naturally

Alone again, naturally",Night and stars above that shine so bright  The mystery of their fading light  That shines upon our caravan    Sleep upon my shoulder as we creep  Across the sand so I may keep  The memory of our caravan    This is so exciting  You are so inviting  Resting in my arms  As I thrill to the magic charms  Of you beside me here beneath the blue  My dream of love is coming true  Within our desert caravan
"I don’t know why You think that you could hold me, when you can’t get by by yourself And I don’t know who Would ever want to tear the seam of someone’s dream Baby, it’s fine, you said that we should just be friends While I came up with that line and I’m sure That it’s for the best If you ever change your mind, don’t hold your breath  ‘Cause you may not believe That baby, I’m relieved When you said goodbye, my whole world shines  Hey hey hey It’s a beautiful day and I can’t stop myself from smiling If I’m drinking, then I’m buying And I know there’s no denying It’s a beautiful day, the sun is up, the music’s playing And even if it started raining You won’t hear this boy complaining ‘Cause I’m glad that you’re the one who got away It’s a beautiful day  It’s my turn to fly, so girls, get in line ‘Cause I’m easy, no playing this guy like a fool Now I’m alright Might've had me caged before, but not tonight  And you may not believe That baby, I’m relieved This fire inside, it burns too bright I don’t want to say “so long”, I just want to say “goodbye”  It’s a beautiful day and I can’t stop myself from smiling If I’m drinking, then I’m buying And I know there’s no denying It’s a beautiful day, the sun is up, and the music’s playing And even if it started raining You won’t hear this boy complaining ‘Cause I’m glad that you’re the one who got away  ‘Cause if you ever think I’ll take up My time with thinking of our break-up Then, you’ve got another thing coming your way ‘Cause it’s a beautiful day Beautiful day Oh, baby, any day that you’re gone away It’s a beautiful day","I took a trip on a train, and I thought about you I passed a shadowy lane, and I thought about you Two or three cars parked under the stars, a windin' stream Moon shining down on some little town And with each beam, the same old dream And every stop that we made, oh I thought about you And when I pulled down the shade, then I really felt blue I peaked through the crack and looked at the track The one goin' back to you, and what did I do? I thought about you  There were two or three cars parked under the stars, a windin' stream Moon shining down on some little town And with each beam, the same old dream  And then I peaked through the crack and I looked at that track The one goin' back to you, and what did I do? I thought about you"
"It's beginning to look a lot like Christmas
Ev'rywhere you go,
Take a look in the five-and-ten, it's glistening once again
With candy canes and silver lanes that glow.

It's beginning to look a lot like Christmas,
Toys in ev'ry store,
But the prettiest sight to see is the holly that will be
On your own front door.

A pair of hop-along boots and a pistol that shoots
Is the wish of Barney and Ben,
Dolls that will talk and will go for a walk
Is the hope of Janice and Jen,
Mom and Dad can hardly wait for school to start again.

It's beginning to look a lot like Christmas
Ev'rywhere you go,
There's a tree in the Grand Hotel, one in the park as well,
It's the sturdy kind that doesn't mind the snow.

It's beginning to look a lot like Christmas,
Soon the bells will start,
And the thing that will make them ring is the carol that you sing
Right within your heart.

It's beginning to look a lot like Christmas
Toys in ev'ry store,
But the prettiest sight to see is the holly that will be
On your own front door.

Sure it's Christmas, once a-more","Took each word she said as gospel truth the way a silly little child would. I can't excuse it on the grounds of youth,  I was no babe in the wild, wild wood. She didn't mean it,  I should have seen it,  But now it's too late.  I thought I'd found the girl of my dreams,  Now it seems,  This is how the story ends: She's gonna turn me down and say,  ""Can't we be friends?"" I thought for once it couldn't go wrong,  Not for long,  I can see the way this ends: She's gonna turn me down and say,  ""Can't we be friends?"" Why should I care though she gave me the air, Why should I cry,  Heave a sigh,  And wonder why,  And wonder why? I thought I found the gal I could trust,  What a bust, this is how the story ends: She's gonna turn me down and say,  ""Can't we be just friends?"""
"I really can't stay (Baby it's cold outside) I gotta go away (Baby it's cold outside) This evening has been (Been hoping that you'd dropped in) So very nice (I'll hold your hands they're just like ice) My mother will start to worry (Beautiful what's your hurry?) My father will be pacing the floor (Listen to the fireplace roar) So really I'd better scurry (Beautiful please don't hurry) Well maybe just a half a drink more (I'll put some records on while I pour)  The neighbors might think (Baby it's bad out there) Say what's in this drink? (No cabs to be had out there) I wish I knew how (Your eyes are like starlight now) To break this spell (I'll take your hat, your hair looks swell) (Why thank you) I ought to say no, no, no sir (Mind if move in closer?) At least I'm gonna say that I tried (What's the sense of hurtin' my pride?) I really can't stay (Baby don't hold out) Baby it's cold outside  Ah, you're very pushy you know? I like to think of it as opportunistic  I simply must go (Baby it's cold outside) The answer is no (But baby it's cold outside) The welcome has been (How lucky that you dropped in) So nice and warm (Look out the window at that storm) My sister will be suspicious (Gosh your lips look delicious!) My brother will be there at the door (Waves upon a tropical shore) My maiden aunt's mind is vicious (Gosh your lips are delicious!) Well maybe just a cigarette more (Never such a blizzard before) (And I don't even smoke)  I've got to get home (Baby you'll freeze out there) Say lend me a coat? (It's up to your knees out there!) You've really been grand, (I feel when I touch your hand) But don't you see? (How can you do this thing to me?) There's bound to be talk tomorrow (Think of my life long sorrow!) At least there will be plenty implied (If you caught pneumonia and died!) I really can't stay (Get over that old out) Baby it's cold Baby it's cold outside Okay fine, just another drink then That took a lot of convincing!","My heart is sad and lonely For you I sigh, for you, dear, only Why haven't you seen it? I'm all for you body and soul  I spend my days in longing And wondering why it's me you're wronging I tell you I mean it I'm all for you body and soul  I can't believe it It's hard to conceive it That you'd turn away romance Are you pretending? It looks like the ending Unless I could have just one more chance to prove, dear  My life a wreck you're making You know I'm yours for just the taking I'd gladly surrender myself to you body and soul  My life a wreck you're making You know I'm yours for the very taking I'd gladly surrender myself to you body and soul"
"Fairy tales can come true
It can happen to you when you're young at heart
For it's hard, you will find
To be narrow of mind if you're young at heart

You can go to extremes with impossible schemes
You can laugh when your dreams fall apart at the seams
And life gets more exciting with each passing day
And love is either in your heart or on it's way

Don't you know that it's worth
Every treasure on earth to be young at heart
For as rich as you are
It's much better by far to be young at heart

And if you should survive to a hundred and five
Look at all you'll derive out of being alive
And here is the best part, you have a head start
If you are among the very young at heart

And if you should survive to a hundred and five
Look at all you'll derive out of being alive
And here is the best part, you have a head start
If you are among the very young at heart","My heart is sad and lonely For you I sigh, for you, dear, only Why haven't you seen it? I'm all for you body and soul  I spend my days in longing And wondering why it's me you're wronging I tell you I mean it I'm all for you body and soul  I can't believe it It's hard to conceive it That you'd turn away romance Are you pretending? It looks like the ending Unless I could have just one more chance to prove, dear  My life a wreck you're making You know I'm yours for just the taking I'd gladly surrender myself to you body and soul  My life a wreck you're making You know I'm yours for the very taking I'd gladly surrender myself to you body and soul"
"I can't stand still I'm looking for something And that something is you  You can be my rainbow And I'll be your pot of gold But all that really matters Are the things that we do I do hope that one day They'll be a Me & Mrs. You  But I can't stand still I'm so excited, I just want to scream I see you right before me And it's like a real good dream  But I want you to know something, Baby Yes, it's really true I do hope that one day They'll be a Me & Mrs. You  I can't stand still I'm looking for something And that something is you  You can be my rainbow And I'll be your pot of gold But all that really matters Are the things that we do I do hope that one day They'll be a Me & Mrs. You","My story is much too sad to be told
But practically everything leaves me totally cold
The only exception I know is the case
When I'm out on a quiet spree
Fighting vainly the old ennui
And I suddenly turn and see your fabulous face

I get no kick from champagne
Mere alcohol doesn't thrill me at all
So tell me, why should it be true
That I get a kick out of you?
Some get a kick from cocaine
I'm sure that if I took even one sniff
That would bore me terrifically too
But I get a kick out of you

I get a kick every time I see
You're standing there before me
I get a kick though it's clear to me
You obviously don't adore me
I get no kick in a plane
Flying too high with some guy in the sky
Is my idea of nothing to do
Yet I get a kick out of you

I get a kick every time I see
You standing there before me
I get a kick though it's clear to me
You obviously don't adore me
I get no kick in a plane
Flying too high with some guy in the sky
Is my idea of nothing to do
Yet I get a kick out of you

I get a kick out of you"
"I don’t know why You think that you could hold me, when you can’t get by by yourself And I don’t know who Would ever want to tear the seam of someone’s dream Baby, it’s fine, you said that we should just be friends While I came up with that line and I’m sure That it’s for the best If you ever change your mind, don’t hold your breath  ‘Cause you may not believe That baby, I’m relieved When you said goodbye, my whole world shines  Hey hey hey It’s a beautiful day and I can’t stop myself from smiling If I’m drinking, then I’m buying And I know there’s no denying It’s a beautiful day, the sun is up, the music’s playing And even if it started raining You won’t hear this boy complaining ‘Cause I’m glad that you’re the one who got away It’s a beautiful day  It’s my turn to fly, so girls, get in line ‘Cause I’m easy, no playing this guy like a fool Now I’m alright Might've had me caged before, but not tonight  And you may not believe That baby, I’m relieved This fire inside, it burns too bright I don’t want to say “so long”, I just want to say “goodbye”  It’s a beautiful day and I can’t stop myself from smiling If I’m drinking, then I’m buying And I know there’s no denying It’s a beautiful day, the sun is up, and the music’s playing And even if it started raining You won’t hear this boy complaining ‘Cause I’m glad that you’re the one who got away  ‘Cause if you ever think I’ll take up My time with thinking of our break-up Then, you’ve got another thing coming your way ‘Cause it’s a beautiful day Beautiful day Oh, baby, any day that you’re gone away It’s a beautiful day","My story is much too sad to be told
But practically everything leaves me totally cold
The only exception I know is the case
When I'm out on a quiet spree
Fighting vainly the old ennui
And I suddenly turn and see your fabulous face

I get no kick from champagne
Mere alcohol doesn't thrill me at all
So tell me, why should it be true
That I get a kick out of you?
Some get a kick from cocaine
I'm sure that if I took even one sniff
That would bore me terrifically too
But I get a kick out of you

I get a kick every time I see
You're standing there before me
I get a kick though it's clear to me
You obviously don't adore me
I get no kick in a plane
Flying too high with some guy in the sky
Is my idea of nothing to do
Yet I get a kick out of you

I get a kick every time I see
You standing there before me
I get a kick though it's clear to me
You obviously don't adore me
I get no kick in a plane
Flying too high with some guy in the sky
Is my idea of nothing to do
Yet I get a kick out of you

I get a kick out of you"
